DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2009,4.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2010,4.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2011,4.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2012,4.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2013,4.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2014,4.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2015,4.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2016,4.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2017,4.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2018,4.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2019,4.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2020,4.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2021,4.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2022,4.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2023,4.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Latvia,2024,4.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2010,2.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2011,2.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2012,2.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2013,2.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2014,2.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2015,2.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2016,2.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2017,2.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2018,2.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2019,2.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2020,2.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2021,3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2022,2.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Moldova,2023,2.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2005,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2006,1.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2007,1.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2008,1.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2009,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2010,1.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2011,1.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2012,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2013,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2014,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2015,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2016,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2017,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2018,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2019,1.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2020,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2021,1.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2022,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Montenegro,2023,1.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2005,2.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2006,2.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2007,3.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2008,3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2009,2.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2010,2.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2011,3.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2012,3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2013,2.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2014,2.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2015,2.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2016,2.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2017,2.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2018,2.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2019,2.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2020,2.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2021,2.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2022,2.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,North Macedonia,2023,2.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2005,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2006,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2007,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2008,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2009,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2010,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2011,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2012,1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2013,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2014,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2015,0.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2016,0.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2017,0.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2018,0.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2019,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2020,0.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2021,0.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2022,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2023,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Malta,2024,0.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2005,70.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2006,69.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2007,69.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2008,69.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2009,67.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2010,71.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2011,67.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2012,66.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2013,66.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2014,62.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2015,64.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2016,65.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2017,65.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2018,64.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2019,63.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2020,58.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2021,60.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2022,56.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2023,53.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Netherlands,2024,52.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2005,27.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2006,27.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2007,25.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2008,28.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2009,27.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2010,29.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2011,25.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2012,27.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2013,28.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2014,26.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2015,23.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2016,26,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2017,27.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2018,27.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2019,25.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2020,25.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2021,26.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2022,23.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Norway,2023,24.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2005,88,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2006,92.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2007,91.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2008,93.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2009,89.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2010,96.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2011,96.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2012,92.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2013,93.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2014,89.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2015,90.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2016,94.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2017,99.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2018,104.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2019,100.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2020,96.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2021,103.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2022,98.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2023,93.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Poland,2024,92.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2005,24.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2006,24,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2007,23.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2008,23.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2009,23.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2010,22.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2011,22,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2012,21,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2013,21,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2014,20.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2015,21.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2016,21.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2017,22.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2018,22.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2019,22.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2020,19.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2021,19.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2022,20.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2023,20.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Portugal,2024,20.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2005,36.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2006,37.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2007,37.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2008,37.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2009,32.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2010,33,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2011,33.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2012,33.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2013,30.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2014,30.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2015,30.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2016,30.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2017,32.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2018,32.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2019,32.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2020,30.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2021,33.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2022,31,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2023,30,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Romania,2024,29.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2005,15.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2006,16.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2007,16.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2008,15.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2009,14.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2010,14.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2011,15.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2012,14.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2013,14.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2014,12.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2015,14.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2016,14.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2017,14.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2018,14.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2019,14.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2020,15.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2021,15.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2022,15.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Serbia,2023,15.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2005,49,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2006,47.7,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2007,47.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2008,47.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2009,43.1,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2010,48.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2011,47.5,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2012,47.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2013,46.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2014,45.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2015,43.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2016,45.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2017,46.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2018,47.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2019,45.8,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2020,41.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2021,43.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2022,42.6,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2023,41.4,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Sweden,2024,41.9,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Slovenia,2005,7.3,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Slovenia,2006,7.2,,
ESTAT:SDG_07_10(1.0),11-12-2025 23:00,Annual,Million tonnes of oil equivalent,Slovenia,2007,7.3,,
